"d3mIndex","EVENT_DATE","TIME_PRECISION","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","INTER1","ACTOR2","ASSOC_ACTOR_2","INTER2","INTERACTION","REGION","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","GEO_PRECISION","SOURCE","SOURCE_SCALE","FATALITIES"
2138,"2017-03-10",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","East Harerghe","Midega Tola","Midega",8.869,42.123,1,"Oromiya Media Network","International",1
2139,"2017-03-10",1,"Violence against civilians","Attack","Murle Ethnic Militia (South Sudan)","",4,"Civilians (Ethiopia)","",7,47,"Eastern Africa","Gambela Peoples","Agnuak","Gambela Zuria","Gambella",8.25,34.583,2,"Fana Broadcasting Corporate","National",6
2140,"2017-03-11",1,"Violence against civilians","Attack","Murle Ethnic Militia (South Sudan)","",4,"Civilians (Ethiopia)","",7,47,"Eastern Africa","Gambela Peoples","Agnuak","Gambela Zuria","Gambella",8.25,34.583,2,"Fana Broadcasting Corporate","National",6
2141,"2017-03-12",1,"Violence against civilians","Attack","Murle Ethnic Militia (South Sudan)","",4,"Civilians (Ethiopia)","",7,47,"Eastern Africa","Gambela Peoples","Agnuak","Gambela Zuria","Gambella",8.25,34.583,2,"Fana Broadcasting Corporate","National",6
2142,"2017-03-12",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","West Harerghe","Mieso","Bordode",9.233,40.75,1,"Oromiya Media Network","International",4
2143,"2017-03-12",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","Bale","Seweyna","Burka Dare",7.483,41.55,1,"Oromiya Media Network","International",16
2144,"2017-03-13",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","East Harerghe","Gursum","Gursum",9.35,42.4,1,"Oromiya Media Network","International",2
2145,"2017-03-14",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","West Harerghe","Doba","Doba",9.283,41.083,1,"Oromiya Media Network","International",1
2146,"2017-03-19",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","East Harerghe","Golo Oda","Tirtira",8.8,41.483,1,"Oromiya Media Network","International",0
2147,"2017-03-22",1,"Violence against civilians","Attack","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Somali","Fafan","Jijiga","Jijiga",9.35,42.8,1,"Oromiya Media Network","International",0
2148,"2017-03-22",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","East Harerghe","Haro Maya","Alemaya",9.395,42.013,1,"Oromiya Media Network","International",0
2149,"2017-03-23",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","",6,16,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"ESAT","International",3
2150,"2017-03-24",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","Bale","Lege Hida","Laga Hida",7.933,41.067,1,"Oromiya Media Network","International",1
2151,"2017-03-25",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","Bale","Lege Hida","Laga Hida",7.933,41.067,1,"Oromiya Media Network","International",14
2152,"2017-03-26",2,"Battles","Armed clash","Afar Ethnic Militia (Ethiopia)","",4,"Oromo Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Afar","Zone 3","Amibara","Awash",8.983,40.167,2,"Oromiya Media Network","International",2
2153,"2017-03-26",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","East Harerghe","Fedis","Bokota",9.033,42.1,1,"Oromiya Media Network","International",0
2154,"2017-03-27",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","East Harerghe","Meyumuluke","Meyumuluke",8.8,41.983,1,"Oromiya Media Network","International",1
2155,"2017-03-29",2,"Battles","Armed clash","Afar Ethnic Militia (Ethiopia)","",4,"Oromo Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Afar","Zone 3","Amibara","Awash",8.983,40.167,2,"Oromiya Media Network","International",5
2156,"2017-03-30",1,"Protests","Protest with intervention","Protesters (Ethiopia)","Students (Ethiopia)",6,"Police Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Oromia","West Shewa","Ambo Zuria","Ambo",8.983,37.85,1,"Oromiya Media Network","International",0
2157,"2017-03-31",1,"Strategic developments","Change to group/activity","Government of Ethiopia (1995-2018)","",1,"","",0,10,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Africa News","Regional",0
2158,"2017-03-31",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","West Harerghe","Mieso","Bordode",9.233,40.75,1,"Oromiya Media Network","International",1
2159,"2017-04-02",1,"Battles","Armed clash","Afar Ethnic Militia (Ethiopia)","",4,"Oromo Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Afar","Zone 3","Amibara","Awash",8.983,40.167,2,"Oromiya Media Network","International",2
2160,"2017-04-03",1,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"ESAT","International",0
2161,"2017-04-03",1,"Strategic developments","Arrests","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Orthodox Christian Group (Ethiopia)",7,17,"Eastern Africa","Tigray","Western Tigray","Welkait","May Hargets",13.717,37.767,1,"ESAT","International",0
2162,"2017-04-04",1,"Battles","Armed clash","Tigray Ethnic Militia (Ethiopia)","Military Forces of Ethiopia (1995-2018)",4,"Amhara Ethnic Militia (Ethiopia)","Orthodox Christian Group (Ethiopia)",4,44,"Eastern Africa","Tigray","Western Tigray","Welkait","May Hargets",13.717,37.767,1,"ESAT","International",3
2163,"2017-04-05",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"Zehabesha","International",3
2164,"2017-04-05",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","Bale","Lege Hida","Beltu",7.868,41.116,1,"Oromiya Media Network","International",0
2165,"2017-04-05",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","West Harerghe","Doba","Biyo Karaba",9.367,41.167,1,"Oromiya Media Network","International",3
2166,"2017-04-05",1,"Battles","Armed clash","Tigray Ethnic Militia (Ethiopia)","Military Forces of Ethiopia (1995-2018)",4,"Amhara Ethnic Militia (Ethiopia)","Orthodox Christian Group (Ethiopia)",4,44,"Eastern Africa","Tigray","Western Tigray","Welkait","May Hargets",13.717,37.767,1,"ESAT","International",3
2167,"2017-04-06",1,"Battles","Armed clash","Unidentified Armed Group (Ethiopia)","",3,"Military Forces of Ethiopia (1995-2018)","",1,13,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Dembia",12.45,37.333,1,"ESAT","International",0
2168,"2017-04-09",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","Police Forces of Ethiopia (1995-2018) Liyu Police",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Jarar","Degehabur","Birkot",7.596,43.774,1,"ESAT","International",17
2169,"2017-04-12",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Amhara","Oromia Zone","Kemise","Kemise",10.724,39.874,1,"Oromiya Media Network","International",1
2170,"2017-04-12",2,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","West Harerghe","Mieso","Asebe Teferi",9.086,40.867,2,"Oromiya Media Network","International",0
2171,"2017-04-14",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Dire Dawa","Dire Dawa","Dire Dawa","Dire Dawa",9.598,41.847,2,"Oromiya Media Network","International",1
2172,"2017-04-19",1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Ethiopia)","",3,"","",0,30,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"Zehabesha","International",0
2173,"2017-04-20",2,"Battles","Armed clash","AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Dembia",12.45,37.333,1,"ESAT","International",1
2174,"2017-04-20",2,"Battles","Armed clash","AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Amhara","South Gonder","Kemekem","Addis Zemen",12.117,37.783,1,"ESAT","International",2
2175,"2017-04-20",2,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","Military Forces of Ethiopia (1995-2018)",7,37,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"ESAT","International",1
2176,"2017-04-20",1,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","Government of Ethiopia (1995-2018)",7,37,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"ESAT","International",0
2177,"2017-04-20",1,"Battles","Armed clash","Unidentified Armed Group (Ethiopia)","",3,"Military Forces of Ethiopia (1995-2018)","",1,13,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,2,"ESAT","International",5
2178,"2017-04-21",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","West Harerghe","Mieso","Bordode",9.233,40.75,2,"Oromiya Media Network","International",1
2179,"2017-04-21",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","West Harerghe","Doba","Doba",9.283,41.083,2,"Oromiya Media Network","International",1
2180,"2017-04-21",1,"Battles","Armed clash","Afar Ethnic Militia (Ethiopia)","",4,"Oromo Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Afar","Zone 3","Amibara","Awash",8.983,40.167,2,"Oromiya Media Network","International",0
2181,"2017-04-22",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","Bale","Lege Hida","Beltu",7.868,41.116,2,"Oromiya Media Network","International",1
2182,"2017-04-23",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Afar","Zone 3","Amibara","Awash",8.983,40.167,2,"Oromiya Media Network","International",0
2183,"2017-04-24",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","West Harerghe","Doba","Doba",9.283,41.083,2,"Oromiya Media Network","International",0
2184,"2017-04-25",1,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Ethiopia)","",3,"Civilians (International)","Private Security Forces (Ethiopia)",7,37,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"ESAT","International",0
2185,"2017-04-28",1,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"ESAT","International",1
2186,"2017-04-28",1,"Battles","Armed clash","Unidentified Armed Group (Ethiopia)","",3,"Military Forces of Ethiopia (1995-2018)","",1,13,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"ESAT","International",0
2187,"2017-04-29",1,"Battles","Armed clash","Afar Ethnic Militia (Ethiopia)","",4,"Oromo Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Afar","Zone 3","Amibara","Awash",8.983,40.167,2,"Oromiya Media Network","International",0
2188,"2017-04-30",1,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"ESAT","International",2
2189,"2017-05-02",1,"Battles","Armed clash","AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Amhara","South Gonder","Kemekem","Addis Zemen",12.117,37.783,1,"ESAT","International",3
2190,"2017-05-03",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","OPDO: Oromo Peoples Democratic Organization",7,17,"Eastern Africa","Oromia","West Wellega","Sayo","Dembi Dolo",8.533,34.8,1,"Oromiya Media Network","International",1
2191,"2017-05-03",1,"Battles","Armed clash","Ablek Ad'ali Clan Militia (Ethiopia)","",4,"Sidiha Bura Clan Militia (Ethiopia)","",4,44,"Eastern Africa","Afar","Zone 1","Dubti","Semera",11.794,41.006,3,"ESAT","International",12
2192,"2017-05-04",1,"Battles","Armed clash","Ablek Ad'ali Clan Militia (Ethiopia)","Sidiha Bura Clan Militia (Ethiopia)",4,"Military Forces of Ethiopia (1995-2018)","",1,14,"Eastern Africa","Afar","Zone 1","Dubti","Semera",11.794,41.006,3,"ESAT","International",2
2193,"2017-05-04",1,"Battles","Armed clash","Ablek Ad'ali Clan Militia (Ethiopia)","",4,"Sidiha Bura Clan Militia (Ethiopia)","",4,44,"Eastern Africa","Afar","Zone 1","Dubti","Semera",11.794,41.006,3,"ESAT","International",11
2194,"2017-05-08",2,"Strategic developments","Arrests","Police Forces of Ethiopia (1995-2018)","Oromo Ethnic Group (Ethiopia)",1,"Military Forces of Ethiopia (1995-2018)","",1,11,"Eastern Africa","Oromia","East Harerghe","Chinaksen","Chinaksen",9.508,42.607,1,"Oromiya Media Network","International",0
2195,"2017-05-08",1,"Battles","Armed clash","Afar Ethnic Militia (Ethiopia)","",4,"Amhara Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Afar","Zone 1","Millie","Hadar",11.167,40.633,1,"ESAT","International",0
2196,"2017-05-15",1,"Violence against civilians","Attack","AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,"Civilians (Ethiopia)","",7,27,"Eastern Africa","Amhara","North Gondar","Chilga","Aykel",12.55,37.067,1,"ESAT","International",0
2197,"2017-05-15",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","Bale","Guradamole","Haro Dibe",6.6,40.483,2,"Oromiya Media Network","International",1
2198,"2017-05-16",1,"Battles","Armed clash","AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Amhara","South Gonder","Kemekem","Addis Zemen",12.117,37.783,2,"ESAT","International",13
2199,"2017-05-16",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","East Shewa","Adama","Nazreth",8.55,39.267,1,"Oromiya Media Network","International",1
2200,"2017-05-25",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","West Shewa","Dendi","Dendi",8.85,38.017,1,"Oromiya Media Network","International",0
2201,"2017-05-25",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","Bale","Berbere","Dumale",6.4,40.333,1,"Oromiya Media Network","International",5
2202,"2017-05-26",1,"Battles","Armed clash","Mutiny of Military Forces of Ethiopia (1995-2018)","",1,"Military Forces of Ethiopia (1995-2018)","",1,11,"Eastern Africa","Somali","Shabelle","Gode","Gode",5.951,43.552,1,"ESAT","International",11
2203,"2017-06-01",1,"Battles","Armed clash","AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Amhara","South Gonder","Kemekem","Addis Zemen",12.117,37.783,2,"ESAT","International",1
2204,"2017-06-01",1,"Battles","Armed clash","AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Amhara","North Gondar","Jan Amora","Mekane Birhan",12.983,38.117,2,"ESAT","International",1
2205,"2017-06-01",2,"Strategic developments","Change to group/activity","Government of Ethiopia (1995-2018)","",1,"","",0,10,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,3,"Africa News","Regional",0
2206,"2017-06-01",1,"Battles","Armed clash","AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Amhara","South Gonder","Misraq Belessa","Belessa",12.408,37.693,2,"ESAT","International",2
2207,"2017-06-01",1,"Battles","Armed clash","AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,2,"ESAT","International",1
2208,"2017-06-02",1,"Battles","Armed clash","AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Amhara","South Gonder","Misraq Belessa","Belessa",12.408,37.693,2,"ESAT","International",1
2209,"2017-06-02",1,"Battles","Armed clash","AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,2,"ESAT","International",1
